category,quote,quote_speaker
هدف," من به هيچ وجه اجازه نمي دهم كه شرايط مرا نااميد كند. سه چيز لازم براي رسيدن به يك هدف با ارزش عبارت است از : كار ، استقامت و عقل سليم.",توماس اديسون
هدف," هدف هاي بزرگ، انگيزه هاي بزرگ ايجاد مي كنند.",آنتوني رابينز
هدف, ما بايد در زندگي داراي هدف عالي بوده و افق بالاتري را بنگريم زيرا بدون هدف زيستن ثمره اي جز خستگي ندارد.,فرانسوا ولتر
هدف," براي رسيدن به هر هدف مهم، بايد دست از آسايش شست.",اسميت
هدف," اگر مي خواهيد با آسودگي خاطر به رختخواب برگرديد، با هدف از آن برخيزيد.",جورج لوریمر
هدف," تنها مقصود ما در زندگي، عشق ورزيدن به يكديگر است. اگر از عهده اين مهم بر نمي آييم، دست كم بكوشيم تا يكديگر را نيازاريم.",دالاي لاما
هدف," توانگران پيش از آنكه به اهداف خود برسند، در آينه ي دل، خود را توانگر ديده اند.",استیون اسپیلبرگ
هدف, هيچ چيز به اندازه تمركز انرژي روي تعداد محدودي از هدف ها به زندگي تان توان و نيروي بيشتر نمي دهد.,نيدو كيوبين
هدف," آن كه در بيراهه قدم بر مي دارد، آرمان و هدف خويش را گم كرده است.",ارد بزرگ
هدف," يشتر اشخاص بدون اينكه مقصد معيني را دنبال نمايند، زندگي مي كنند و مثل پر كاهي كه در روي آب حركت كند، عمر خود را به آخر مي رسانند؛ به جلو نمي روند، جريان آب آنها را مي برد.",سه نك
هدف," کسي که چند آرزوي درهم ورهم دارد، به هيچ يک از آنها نمي رسد، مگر  اينكه  در بين آنها با ارزش ترين را انتخاب كرده و آن را به عنوان هدف خويش برگزيند.",اُرد بزرگ
هدف," به بيشتر هدفهاي بزرگ نمي رسيم، زيرا ابتدا به كارهاي پيش پا افتاده توجه مي كنيم.",رابرت مك كين
هدف," با آنكه مي دانيد به كجا مي خواهيد برسيد، اگر مسير درستي انتخاب نكنيد، هرگز به مقصد نمي رسيد.",جان ماکسول
هدف," رمز موفقيت، پايبندي به هدف در زندگي است.",بنجامین دیزرائیلی
هدف," در زندگي، دو چيز بايد هدف اصلي باشد : نخست رسيدن و به دست آوردن چيزي كه مي خواهيم و دوم، استفاده كردن و فايده بردن از آن. كساني كه به هدف دوم مي رسند، عاقلترين و داناترين اشخاص هستند.",لوگان پيرسال اسميت
هدف, به قدري به هدف و منظور خود فكر مي كنم و در آن غرق هستم كه ديگر زماني براي كينه توزي ندارم!,لارنس جونز
هدف, هيچ عاملي نمي تواند افرادي را كه داراي ذهنيت درست هستند از رسيدن به هدف و مقصود باز دارد و هيچ عاملي نمي تواند به كساني كه ذهنيت نادرست دارند كمك كند.,توماس جفرسون
هدف," مهم نيست كه هدفهاي انسان در حوزه هنر، كسب و كار، مذهب، ورزش يا ارتباط با مردم قرار دارند. تنها راه پيشرفت اين است كه خطاها در مراحل اوليه باشند، انسان خطا را بپذيرد و در اثر خطا كردن، پس نزند و پيش برود.",جان ماکسول
هدف," شما با هدفي بزرگ نه تنها نسبت به اعمال و قضاوت خود، بلكه نسبت به خودِ عدالت برتر مي شويد.",يچه
هدف," اگر تير ما به خال هدف نمي خورد، نبايد گناه را به گردن هدف بيندازيم، بلكه بايد در درستي كار خود بكوشيم.",آرلاند
هدف, براي مديريت زمان خود بايد خوشبختي را هدف اصلي زندگي تان قرار دهيد.,برایان تریس
هدف," موانع چيزهاي وحشتناكي هستند كه هرگاه شما چشم هايتان را از هدف دور نگاه داريد، آنها را مي بينيد.",هاميلتون مابي
هدف," اكثريت مردم موانع و مشكلات را مي بينند و تنها اقليتي به هدفها توجه مي كنند. تاريخ، موفقيت گروه اخير را ثبت مي كند، اما آن گروه اكثريت به فراموشي سپرده مي شوند.",آلفرد مونتاپرت
هدف," وقتي به دنبال هدف تازه اي مي رويد و با مانعي مواجه مي شويد، به ياد آوريد كه از اين موانع ، پيش تر هم در زندگي تان بوده است و بر آنها چيره گشته و موفق شده ايد.",آنتوني رابين
هدف," هدف از زندگي اين است كه از يك حرمت نفس والا برخوردار باشيم و بتوانيم جدا از مهارت يا عدم مهارت در يك تخصص يا زمينه ي خاص و تأييد يا عدم تأييد ديگران، حرمت نفس خود را پاس داريم.",ناتانيل براندن
هدف," اقبال، نام ديگر پايداري در هدف است.",رالف والدو امرسون
هدف," برخي بي آنكه بدانند چه چيزهايي در زندگي شان به راستي ارزش دارد، هدفهايي را براي خود تعريف مي كنند.",آنتوني رابينز
هدف, آنچه را كه به دنبالش هستيم خواهيم يافت و آنچه را كه از آن مي گريزيم از ما خواهد گريخت... حال كه مي دانيم به خواسته هايمان مي رسيم شايسته است كه اهداف و آرزوهاي ارزشمند را طلب كنيم.,رالف والدو امرسون
هدف," تنها هدف زندگي، رسيدن به سعادت و كسب لذت است. رسيدن به لذت و خوشي هدفي شايسته و درخور حيات است. بخشش، صليب و فداكاري، همه در راستاي رسيدن به لذت و شادماني قرار گرفته اند.",لئو نيكولايويچ تولستوي
هدف," اگر هدف زندگي روشن باشد، دهها راه بن بست نيز نمي تواند ما را از پيش رفتن به سوي آن باز دارد.",ارد بزرگ
هدف, هدف بدون برنامه برآورده نخواهد شد.,دبليو جي ردين
هدف," دانستن هدف زندگي يا دانستن بهترين راه خدمت به خدا كافي نيست، افكار خودت را به عمل درآور؛ راه، خودش را نشان مي دهد.",پائولو كوئيلو
